labels,images
datasets\data\train\labels\201807041244_043.txt,datasets\data\train\images\201807041244_043.png
datasets\data\train\labels\201807051131_023.txt,datasets\data\train\images\201807051131_023.png
datasets\data\train\labels\201807041618_028.txt,datasets\data\train\images\201807041618_028.png
datasets\data\train\labels\201807071347_045.txt,datasets\data\train\images\201807071347_045.png
datasets\data\train\labels\201807041314_065.txt,datasets\data\train\images\201807041314_065.png
datasets\data\train\labels\201807011232_066.txt,datasets\data\train\images\201807011232_066.png
datasets\data\train\labels\201807011533_030.txt,datasets\data\train\images\201807011533_030.png
datasets\data\train\labels\201806301138_030.txt,datasets\data\train\images\201806301138_030.png
datasets\data\train\labels\201806291320_016.txt,datasets\data\train\images\201806291320_016.png
datasets\data\train\labels\201807041213_045.txt,datasets\data\train\images\201807041213_045.png
datasets\data\train\labels\201806271327_030.txt,datasets\data\train\images\201806271327_030.png
datasets\data\train\labels\201807051231_010.txt,datasets\data\train\images\201807051231_010.png
datasets\data\train\labels\201807071246_002.txt,datasets\data\train\images\201807071246_002.png
datasets\data\train\labels\201806261534_060.txt,datasets\data\train\images\201806261534_060.png
datasets\data\train\labels\201806291451_062.txt,datasets\data\train\images\201806291451_062.png
datasets\data\train\labels\201807061420_009.txt,datasets\data\train\images\201807061420_009.png
datasets\data\train\labels\201807071010_006.txt,datasets\data\train\images\201807071010_006.png
datasets\data\train\labels\201806291451_031.txt,datasets\data\train\images\201806291451_031.png
datasets\data\train\labels\201806281559_035.txt,datasets\data\train\images\201806281559_035.png
datasets\data\train\labels\201807071447_006.txt,datasets\data\train\images\201807071447_006.png
datasets\data\train\labels\201806261704_006.txt,datasets\data\train\images\201806261704_006.png
datasets\data\train\labels\201807071316_050.txt,datasets\data\train\images\201807071316_050.png
datasets\data\train\labels\201807081445_041.txt,datasets\data\train\images\201807081445_041.png
datasets\data\train\labels\201806281659_036.txt,datasets\data\train\images\201806281659_036.png
datasets\data\train\labels\201806291621_036.txt,datasets\data\train\images\201806291621_036.png
datasets\data\train\labels\201807021316_021.txt,datasets\data\train\images\201807021316_021.png
datasets\data\train\labels\201806301709_021.txt,datasets\data\train\images\201806301709_021.png
datasets\data\train\labels\201807051401_044.txt,datasets\data\train\images\201807051401_044.png
datasets\data\train\labels\201807041213_000.txt,datasets\data\train\images\201807041213_000.png
datasets\data\train\labels\201807061450_042.txt,datasets\data\train\images\201807061450_042.png
datasets\data\train\labels\201807061148_013.txt,datasets\data\train\images\201807061148_013.png
datasets\data\train\labels\201807081315_036.txt,datasets\data\train\images\201807081315_036.png
datasets\data\train\labels\201807011433_030.txt,datasets\data\train\images\201807011433_030.png
datasets\data\train\labels\201807011533_013.txt,datasets\data\train\images\201807011533_013.png
datasets\data\train\labels\201807051100_066.txt,datasets\data\train\images\201807051100_066.png
datasets\data\train\labels\201807021347_007.txt,datasets\data\train\images\201807021347_007.png
datasets\data\train\labels\201806261404_020.txt,datasets\data\train\images\201806261404_020.png
datasets\data\train\labels\201806301208_002.txt,datasets\data\train\images\201806301208_002.png
datasets\data\train\labels\201806301439_009.txt,datasets\data\train\images\201806301439_009.png
datasets\data\train\labels\201807081244_043.txt,datasets\data\train\images\201807081244_043.png
datasets\data\train\labels\201807041314_063.txt,datasets\data\train\images\201807041314_063.png
datasets\data\train\labels\201807031122_020.txt,datasets\data\train\images\201807031122_020.png
datasets\data\train\labels\201807031122_024.txt,datasets\data\train\images\201807031122_024.png
datasets\data\train\labels\201806291451_003.txt,datasets\data\train\images\201806291451_003.png
datasets\data\train\labels\201807031122_035.txt,datasets\data\train\images\201807031122_035.png
datasets\data\train\labels\201807041314_018.txt,datasets\data\train\images\201807041314_018.png
datasets\data\train\labels\201807011232_044.txt,datasets\data\train\images\201807011232_044.png
datasets\data\train\labels\201806281529_033.txt,datasets\data\train\images\201806281529_033.png
datasets\data\train\labels\201807051431_029.txt,datasets\data\train\images\201807051431_029.png
datasets\data\train\labels\201807011102_070.txt,datasets\data\train\images\201807011102_070.png
datasets\data\train\labels\201806271657_005.txt,datasets\data\train\images\201806271657_005.png
datasets\data\train\labels\201807061320_045.txt,datasets\data\train\images\201807061320_045.png
datasets\data\train\labels\201807061018_000.txt,datasets\data\train\images\201807061018_000.png
datasets\data\train\labels\201807081615_057.txt,datasets\data\train\images\201807081615_057.png
datasets\data\train\labels\201806281529_048.txt,datasets\data\train\images\201806281529_048.png
datasets\data\train\labels\201806261534_074.txt,datasets\data\train\images\201806261534_074.png
datasets\data\train\labels\201807051231_016.txt,datasets\data\train\images\201807051231_016.png
datasets\data\train\labels\201806301409_018.txt,datasets\data\train\images\201806301409_018.png
datasets\data\train\labels\201806281529_071.txt,datasets\data\train\images\201806281529_071.png
datasets\data\train\labels\201807071517_013.txt,datasets\data\train\images\201807071517_013.png
datasets\data\train\labels\201807041618_057.txt,datasets\data\train\images\201807041618_057.png
datasets\data\train\labels\201807011333_051.txt,datasets\data\train\images\201807011333_051.png
datasets\data\train\labels\201807041244_053.txt,datasets\data\train\images\201807041244_053.png
datasets\data\train\labels\201806261434_019.txt,datasets\data\train\images\201806261434_019.png
datasets\data\train\labels\201806301012_004.txt,datasets\data\train\images\201806301012_004.png
datasets\data\train\labels\201807061420_012.txt,datasets\data\train\images\201807061420_012.png
datasets\data\train\labels\201807081244_037.txt,datasets\data\train\images\201807081244_037.png
datasets\data\train\labels\201807051431_002.txt,datasets\data\train\images\201807051431_002.png
datasets\data\train\labels\201807021015_046.txt,datasets\data\train\images\201807021015_046.png
datasets\data\train\labels\201806291320_021.txt,datasets\data\train\images\201806291320_021.png
datasets\data\train\labels\201807081345_015.txt,datasets\data\train\images\201807081345_015.png
datasets\data\train\labels\201806261704_032.txt,datasets\data\train\images\201806261704_032.png
datasets\data\train\labels\201806291451_017.txt,datasets\data\train\images\201806291451_017.png
datasets\data\train\labels\201807071316_008.txt,datasets\data\train\images\201807071316_008.png
datasets\data\train\labels\201806301439_023.txt,datasets\data\train\images\201806301439_023.png
datasets\data\train\labels\201807061620_025.txt,datasets\data\train\images\201807061620_025.png
datasets\data\train\labels\201807041418_025.txt,datasets\data\train\images\201807041418_025.png
datasets\data\train\labels\201807081315_047.txt,datasets\data\train\images\201807081315_047.png
datasets\data\train\labels\201807011403_029.txt,datasets\data\train\images\201807011403_029.png
datasets\data\train\labels\201806260941_019.txt,datasets\data\train\images\201806260941_019.png
datasets\data\train\labels\201807031022_056.txt,datasets\data\train\images\201807031022_056.png
datasets\data\train\labels\201806281153_012.txt,datasets\data\train\images\201806281153_012.png
datasets\data\train\labels\201807011102_041.txt,datasets\data\train\images\201807011102_041.png
datasets\data\train\labels\201807061520_023.txt,datasets\data\train\images\201807061520_023.png
datasets\data\train\labels\201806281429_024.txt,datasets\data\train\images\201806281429_024.png
datasets\data\train\labels\201806261534_053.txt,datasets\data\train\images\201806261534_053.png
datasets\data\train\labels\201807011132_009.txt,datasets\data\train\images\201807011132_009.png
datasets\data\train\labels\201807051501_038.txt,datasets\data\train\images\201807051501_038.png
datasets\data\train\labels\201806271026_025.txt,datasets\data\train\images\201806271026_025.png
datasets\data\train\labels\201807041448_028.txt,datasets\data\train\images\201807041448_028.png
datasets\data\train\labels\201806301112_044.txt,datasets\data\train\images\201806301112_044.png
datasets\data\train\labels\201806301709_005.txt,datasets\data\train\images\201806301709_005.png
datasets\data\train\labels\201807081415_030.txt,datasets\data\train\images\201807081415_030.png
datasets\data\train\labels\201806291320_022.txt,datasets\data\train\images\201806291320_022.png
datasets\data\train\labels\201806291621_060.txt,datasets\data\train\images\201806291621_060.png
datasets\data\train\labels\201807011102_029.txt,datasets\data\train\images\201807011102_029.png
datasets\data\train\labels\201807051301_020.txt,datasets\data\train\images\201807051301_020.png
datasets\data\train\labels\201807071246_030.txt,datasets\data\train\images\201807071246_030.png
datasets\data\train\labels\201807071547_033.txt,datasets\data\train\images\201807071547_033.png
datasets\data\train\labels\201806281002_007.txt,datasets\data\train\images\201806281002_007.png
datasets\data\train\labels\201806271627_008.txt,datasets\data\train\images\201806271627_008.png
datasets\data\train\labels\201806301509_011.txt,datasets\data\train\images\201806301509_011.png
datasets\data\train\labels\201806301238_023.txt,datasets\data\train\images\201806301238_023.png
datasets\data\train\labels\201806291651_064.txt,datasets\data\train\images\201806291651_064.png
datasets\data\train\labels\201807071417_051.txt,datasets\data\train\images\201807071417_051.png
datasets\data\train\labels\201807041518_021.txt,datasets\data\train\images\201807041518_021.png
datasets\data\train\labels\201807050943_005.txt,datasets\data\train\images\201807050943_005.png
datasets\data\train\labels\201806271227_027.txt,datasets\data\train\images\201806271227_027.png
datasets\data\train\labels\201807031052_009.txt,datasets\data\train\images\201807031052_009.png
datasets\data\train\labels\201807071215_035.txt,datasets\data\train\images\201807071215_035.png
datasets\data\train\labels\201807061620_011.txt,datasets\data\train\images\201807061620_011.png
datasets\data\train\labels\201806271357_052.txt,datasets\data\train\images\201806271357_052.png
datasets\data\train\labels\201806301409_048.txt,datasets\data\train\images\201806301409_048.png
datasets\data\train\labels\201806281200_048.txt,datasets\data\train\images\201806281200_048.png
datasets\data\train\labels\201807081214_072.txt,datasets\data\train\images\201807081214_072.png
datasets\data\train\labels\201807061148_024.txt,datasets\data\train\images\201807061148_024.png
datasets\data\train\labels\201807011102_028.txt,datasets\data\train\images\201807011102_028.png
datasets\data\train\labels\201807081044_063.txt,datasets\data\train\images\201807081044_063.png
datasets\data\train\labels\201806271728_018.txt,datasets\data\train\images\201806271728_018.png
datasets\data\train\labels\201806281012_006.txt,datasets\data\train\images\201806281012_006.png
